question,answer,doctor,link
질문 그대로 제가 가래를 빼려고 하는데어떤 병원을 가야 하는지 몰라서요.어떤 병원에 가서 치료 받아야 해요?,[],약사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70403&docId=441750102&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=179&search_sort=0&spq=0
"안녕하세요 약 7개월째 주변 온도가 변하거나, 앉아있다가 갑자기 일어서기만 하면 손끝이랑 발끝이 하얗게 질립니다. 뭔가 손끝이 땡땡하게 펴지면서 누군가 바늘로 콕콕 찌르는 것 같은 느낌이 나서 이 상태가 될 때면 물건만 만져도 통증이 있습니다. 하지만 이 상태는 10여분 정도 기다리면 다시 원상회복 됐기에 애써 무시하며 살고 있었습니다. 그런데 최근 집안일을 하게 되며 손을 과도하게 써서인지, 아침에 손이 굳고 붓는 증상이 새로이 발생하였습니다. 이러한 증상들로 미루어 봤을 때 병원에 가야할 것 같다고 생각하는데, 대체 어떤 종류의 병원에 가야 할지 고민입니다 현재는 한의원 정도 염두에 두고 있습니다. 현직 의사분들 답변해주시면 정말 감사하겠습니다. 이게 어떤 증상인지도 꼭 좀 알려주십쇼",['안녕하세요. 하이닥-네이버 지식iN 상담의 김창래 입니다.혈액 순환 장애에 의한 증상일 수 있어 심장내과 진료를 권해드립니다. 답변이 도움이 되었기를 바랍니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010108&docId=477385750&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=182&search_sort=0&spq=0
사진은 가평 빠지에 있는 물에 떠있는 풍선같은 구조물입니다. 저 풍선은 윈기둥모양으로 생겼어요.사진처럼 첫번째 풍선에서 두번째로 점프를 했는데 발이 미끄러져 앞으로 넘어지면서 허리가 반대로 꺾이면서부터 통증이 조금씩 있었습니다. 일주일정도 지났는데 의자에 앉아있을때 허리가 지끈지끈 하네요 어떤병원을 가야할까요? 디스크에 문제가 생긴걸까요? 진단부탁드려요ㄴㅇ,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김준현 입니다.척추관련 질환은 정형외과나 신경외과 진료를 보시면 됩니다.신체진찰 및 xray 기본 검사와 필요하다면 MRI 촬영까지 해보시는게 좋겠습니다.단순 염좌의 가능성이 크겠지만 아직까지 통증이 있다면 정확한 진단을 받아보시길 추천드립니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=473657990&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=183&search_sort=0&spq=0
뛰어가다 넘어져서 아스팔트?에 다리를 쓱 쓸렸는데 상처 좀 크고 보건쌤 말로는 상처 주변에 화상 입엇다는데 쌤이 병원 가라햇거든여.. 근데 어느 병원을 가야해요..? 정형외과를 가야해요 피부과를 가야해요..? 알랴주세요ㅠㅠㅠㅠ,"['안녕하세요. 하이닥-네이버 지식iN 상담의 이이호 입니다.상처가 크고 화상이 의심된다면 피부과를 방문하시는 것이 좋습니다. 피부과에서는 상처의 정도와 감염 여부를 확인하고, 적절한 치료를 처방해 드릴 것입니다. 또한, 상처가 깊거나 넓은 경우에는 수술이 필요할 수도 있습니다.화상은 1도, 2도, 3도로 나눌 수 있습니다. 1도는 피부의 표피만 손상된 것으로, 통증과 붉어짐이 나타납니다. 2도는 진피까지 손상된 것으로, 물집이 잡히거나 딱지가 생깁니다. 3도는 피부 속까지 손상된 것으로, 괴사 조직이 생길 수 있습니다.상처의 깊이가 1도라면 집에서도 간단히 치료할 수 있습니다. 상처를 깨끗한 물로 씻은 후, 항생제 연고를 바르고 거즈로 감싸줍니다. 상처가 아프다면 진통제를 복용하셔도 됩니다.상처의 깊이가 2도 이상이거나 감염이 의심된다면 피부과를 방문하여 진료를 받으시는 것이 좋습니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=453508818&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=186&search_sort=0&spq=0
발바닥통증이 있는데 어떤 병원에 가야할지모르겠어서 질문 드려요. 발바닥통증을 검색해보니까 정형외과에 가라고 하는데 맞아요?보니까 제 발바닥통증이랑 족저근막염이랑비슷해 보이긴 해서요..,"['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김옥선 입니다.발바닥통증이 있으시군요.현재 질문자님의 상태를 살펴 보지 못했기때문에 정확한 설명을 드리기 어렵습니다.그러니 이에 대해서는 담당의와 상의를해보는 것이 좋은데요.발바닥통증이 있다고 해서 족저근막염이라고확신할 수는 없지만 유사한 증상이 있다면기까운 정형외과, 마취통증의학과에 방문해원인을 확인해 보시길 바랍니다.족저근막염으로 인한 발바닥통증이 맞다면약물, 물리치료, 주사, 체외충격파, 인솔 착용등의 비수술 치료를 받아 보실 수 있겠습니다.쾌유를 빕니다.감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=440742090&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=189&search_sort=0&spq=0
이게 증상이 딱 어디라고 하기가 애매해서 질문글 올립니다증상은 푸쉬업을 하듯이 손바닥을 땅바닥에 지지? 무게를 하면 손바닥 안쪽부터 손목까지 어디라고는 말하기 애매하게 찡하고 아픕니다.항상 그런 건 아니고 특정 각도? 특정 자세가 되면 아픈데 이런 경우는 어떤 병원에 가는게 맞을까요?? 한의원에 가서 침을 맞아야 할 지 참 애매하네요..ㅠ증상이 나타난지는 몇년은 된것같습니다.그림으로 그리면 이쪽부근이 아픈 느낌이 드는 느낌입니다.,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 박호영 입니다.손목 관절의 문제로 판단되어 정형외과 진료 권해 드립니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=452970009&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=192&search_sort=0&spq=0
"일단 탈모병원 검색하면 여러군데라 잘 모르겠습니다병원가서 치료를 할 예정이긴 합니다.처음에는 증상이 앞머리가 가늘어지는거 같다가 잔머리가 줄었고요가마 근처도 만져보면 힘이 없습니다영양제들 사다가 몇달 먹었는데, 안되고 병원가야할거 같아요아직 모발이식할건 아닌데요, 탈모병원가면 어떤 치료할지 알려주세요","[""안녕하세요. 하이닥-네이버 지식iN 상담의 노윤우 입니다.탈모를 치료한다고하는 곳은 많습니다.'탈모병원에서 치료를 받는다'고 하면 탈모피부과에서 진료받으면 됩니다.진단받고 처방받으면 대부분 좋아집니다.너무 걱정하지 마시고 방문해 보세요.온라인이나 떠도는 소문에 탈모에 대한 말이 참 많은데,탈모치료는 탈모피부과에 치료가 유일합니다.탈모라는 것은 머리카락을 만들어내는 '모낭'이라는 피부조직에 생기는 질환입니다.그래서 원인을 진단하여 제거하고, 모낭을 직접치료해야 합니다.그래야 모낭이 튼튼해져서 탈모가 좋아지고, 유지도 잘됩니다.치료는 탈모병원에서 약을 처방받아서 가정에서 사용하는 방법이 있고,탈모병원 통원치료를 하는 방법이 있습니다.세부적인 치료법은 다양한데, 어떤 것이 가장 좋은 것이 아닙니다.자신의 상태에 맞는 치료를 받는 것이 가장좋습니다.처음부터 탈모피부과에서 치료받는 것이 시간과 비용을 아끼는 비결입니다.충분히 탈모병원에서 상담받고 결정해 보세요.감사합니다.""]",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=435378739&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=193&search_sort=0&spq=0
일주일정도 됐어요.원래도 6개월 전에 스트레스 많이 받아서 못 먹고 그랬는데 고쳤거든요 ㅠㅠ근데 또 갑자기 일주일 전부터 배가 안 고파요.이번에는 이유가 없어요.내과? 를 가야할 거 같은데배 안고프다고 병원가도 되는건가 싶기도 하고...어떤 병원가야 좀 검사도 해주시고 제대로 진료 받을 수 있을까요,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.내과나 가정의학과에서 몸에 이상은 없는지 진료 받아보시고이상없으면  심리적은 이유일수 있으니  정신건강의학과 진료 받아보세요'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=450561896&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=199&search_sort=0&spq=0
"혀 끝에서 쓴맛이 계속 납니다증상은 2~3주 정도 됐고요역류성 식도염 약하게 있어서 약 먹고 있습니다약은 펙수클로정, 가스모틴에스알정, 레코미드서방정 먹고있고요특별히 언제 더 심해지고 이런건 없이 지속적으로 혀 끝쪽에서만 쓴맛이 계속 납니다미각이 상실되고 그런건 없이 맛은 다 느껴져요혈액검사 소변검사는 최근에 한게 있는데마그네슘이 좀 낮고 빌리루빈이 살짝 높다 정도만 있습니다어떤 병원을 가야할지 의심되는 증상및 검새받으면 좋을건 뭐가 있을지 궁금합니다답변 부탁드립니다",[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70101&docId=438690800&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=201&search_sort=0&spq=0
평소에 평지를 다닐때에는 별 증상이 없으나 계단이나 오르막길 오를때 다리가 조금 무겁다는 생각이 들면서 다리는 저릿저릿하고 허벅지 안쪽이 약간 마취하고 덜 풀린듯한 감각이 느껴집니다 더불어 숨도 차다기 보다는 가슴에 조금 답답하다는 느낌이랑 숨쉬기 불편한 느낌이 듭니다 ㅜ심장쪽에서는 부정맥이 조금 있지만 그 외엔 정상이고신경외과에서도 뇌파검사 같은걸 했지만 정상이라고 합니다호흡기내과에서도 큰 문제가 없는데 인터넷에 검색해봐도 명확하게 알 수 없고 병원에서도 큰 문제들이 없다는데 혹시 다른 병원 어디를 가봐야 할까요?,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 윤영수 입니다. 운동부족에 의한 근감소증 상태가 있는 경우도 그런 현상이 올 수 있으니 잘 회상해 보시고 해당된다 싶으면 지속적이고 점진적인 유산소운동을 하도록 하십시오. 걷기나 뒷동산 등산 같은 운동이 적당 할 것입니다'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=475176825&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=202&search_sort=0&spq=0
"십여년전 신경치료후 크라운씌운 어금니가 아파서오늘 치과를 갔는데 재신경치료 얘길 하시며,미세현미경이 있고 경험이 많은 대학병원을 추천하셨어요조대 치과병원을 알아봤지만 진료가 오래 걸릴수 있어서..당장 아파서 진통제를 먹고 있어서요일반 치과를 검색하다가,집에서 가까운(자차로 이동)효치과가재신견치료나 치아재식술에 대한 블로그를 작성하셨고평도 좋은데 미세현미경이 없어요(ct만 보유)그리고 다른 한군데는 집에서 전철로 이동해 30분정도 걸리고네이버평은 좋지만 카카오리뷰는 막혀있고 많은 분들이 다니는명문치과인데 이곳은 치아보존과 전문에 미세현미경이 있어요성공확률이 낮다지만 그래도 살려보고자 알아보고 있어요신경치료도 무서운데 어디로 갈지 고민이라 우울하네요ㅠㅠ조언 부탁드려요",[],치과의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70205&docId=469901915&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=203&search_sort=0&spq=0
"60대 후반 남자며칠전부터 우측 옆구리 통증.며칠 내내 물파스 바르고 붙이는 파스 붙여서피부가 많이 상한 상태. 피부도 피부지만통증이 먼저 시작된거고 통증 치료를 위해아까 정형외과 갔더니 피부가 이러니 치료해줄 수 없고피부과 가서 대상포진 검사해보라고함.몇달 전, 건강검진에서 신장결석 의심소견 나왔던기억이 갑자기 났고, 옆구리 통증시 비뇨기과 가보라는 소견이있었어서 피부과 안가고 조금전에 비뇨기과 가서 검사했더니왼쪽에 작게 결석 있는데 이거랑 무관하다고 내과를 가보라고함.질문1. 어떤 병원을 가서 어떤 검사를 해야하나요 ?2. 몇달전 검진에서 장 내 가스때문에 췌장을 못봤다고 하고간결석 등등 소견도 있어서 다음주에 복부조영CT를 하는데우측 옆구리 통증 있는것도 복부조영CT를 하면 도움이 될까요 ?",['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 박상일 입니다.이전에 없던 통증이 발생하였고 한쪽에만 있다면 대상포진일 가능성이 높습니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=459818339&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=205&search_sort=0&spq=0
"22년 10월에 잠깐 말이 어눌하고 머리가 멍한 증상을 느껴서 신경과를 갔다가, 2주만에 호전이 되어서 그냥 넘어간 적이 있습니다.그 이후 23년 10월부터 현재까지 머리가 멍해지고 발음이 어눌해지는 증상이 다시 발현되었습니다.일상생활에 너무 큰 지장이 생겨서, 스트레스도 많이 받았습니다.병원을 가야한다면 어디로 가야하는지, 검사를 받아야한다면 어떤 종류의 검사를 받아야 하는지 알고 싶습니다.뒷골이 당기고 현기증도 조금 납니다. 기억력도 조금 감퇴된 것 같구요.","['안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다.문의해 주셔서 감사합니다. 질문자님께서 뇌질환을 의심하고 계신 듯한데요.질문자님께서 작성하신 증상만으로 어떤 종류의 뇌질환인지 곧바로 진단할 수 있으면 좋겠습니다만, 뇌질환을 확정하는 특정한 증상이 따로 있는 것이 아니기 때문에 의심되는 증상이 발생하였다면 꼭 뇌질환이 아니더라도 병원에 가 보시는 것이 좋겠습니다.뇌질환을 진단하기위해서 기본적으로 뇌에 대한 영상 검사가 필수적이기때문에 CT 나 MRI 가 가능한 병원에 신경과나 신경외과를 방문해서 진료를 받으시기 바랍니다. CT는 보험적용이 가능하고 MRI도 2018년 10월부터 전문의 소견에 따라 보험적용을 받습니다만 간혹 뇌질환의 진단이 되지 않으면 보험이 되지 않을 수도 있어 고가의 검사가 됨을 참고로 진행하시면 되겠습니다. 답변이 도움이 되었기를 바랍니다. 감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=463646419&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=207&search_sort=0&spq=0
거북목과 라운드 숄더가 있으며 턱걸이 혹은 랫풀다운을 할 때 어깨에서 뼈소리가 납니다. 한의원에서 침을 맞았는데 어느정도 호전은 있는데 완치는 안될것같아서 추나요법을 받을걸 생각중입니다.한의원 추나요법을 받는게 나을까요도수치료를 받을까요재활의학과를 갈까요카이로프랙틱을 받을까요정형외과를 갈까요,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다.집에서 다니시기 편한 재활의학과에 가시면 다 됩니다.혼자서는 스마트폰 사용을 자제하시고경추 멕켄지 신전운동을 꾸준하게 하십시오.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=475788147&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=209&search_sort=0&spq=0
몇일 전에 고기에 소주를 먹고 다음날 배가아프고 설사하고 극담날부터는 배가아픈건 줄어들고 뒷목 어깨 허리가 아프며 현재는 배아픔과 설사는 없고 머리가 지끈거리며 근육통이 좀 있습니다 이게 배탈나서 후유증으로ㅠ그런것인지 뭔지 잘 모르겠어서 질문 드립니더,"['안녕하세요. 하이닥-네이버 지식iN 상담의 김경남 입니다.#요약1. 위장염인지 확인이 필요합니다.2. 현재 증상은 집에서 진통제로 관리가 안되면3. 내과 병원에서 진료를 봐보세요4. 위장염 원인 바이러스 때문에 위장염 증상이 좋아지고, 감기 등의 감염성 질환으로 이어지기도 합니다.급성 위장염은 바이러스, 박테리아, 기생충 등으로 인해위와 장에 염증이 생기는 질환입니다.위와 장의 염증으로 인해 설사와 구토가 생기고,구토와 설사로 인해 복부에 가스가 차서 복부 팽만감이 생기기도 하고탈수 증상으로 인해 기운이 없으며, 복부에 심한 통증이 나타나기도 합니다.심한 경우에는 고열과 두통이 발생하기도 합니다.건승하세요']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=470358414&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=211&search_sort=0&spq=0
공을 차려고 갑자기 달려가다가허벅지 뒤쪽에 강한 통증이 생겼습니다.냉찜질을 해서 괜찮아지길 바랬지만아무래도 햄스트링 손상일 거라고 하더라고요.햄스트링 통증 병원을 가야하는데 어딜 가야 할까요?정형외과... 마취통증의학과... 아니면 재활...근데 햄스트링 통증 병원에서 치료를 받으려면뭔가 제가 따로 준비해야 할게 있을까요?햄스트링 통증 병원 방문 도와주세요!,['안녕하세요. 하이닥-네이버 지식iN 상담의 김상범 입니다.허벅지 뒤쪽에 통증이 생겼다면햄스트링 손상을 의심해 볼 수 있습니다.하지만 정확한 진단을 위해서는병원을 방문해 정밀 검사를받아보는 것이 좋겠습니다.햄스트링은 한번 손상이 되면재발이 잘되는 편이고재활을 하더라도 회복까지 오랜 시간이걸릴 수 있기 때문에 될 수 있으면초기에 진단 및 치료를 해줘야 합니다.햄스트링 손상이 얼마나 된 건지파악해 봐야 하므로  MRI 검사가가능한 병원을 방문하는 것이 좋습니다.그리고 나서 회복을 위해 다양한 치료가필요할 수 있으니 이 부분을 참고해서결정하시기 바랍니다.감사합니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=475206309&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=213&search_sort=0&spq=0
무릎에 타박상을 입고 나서무릎병원을 가서 진료를 받으려고 하는데혹시 무릎병원에서 어떤 치료를 할지알 수 있을까요..?타박상도 무릎병원에서 치료가가능한건지 궁금합니다.,"['안녕하세요. 하이닥-네이버 지식iN 상담의 김상범 입니다.무릎을 부딪히고 나면 급성기 타박상으로진단을 하며, 여성분들의 경우에는 이후 근력이더 약해지고 다른 힘줄이나 인대의 불균형이 생기면서여기저기 다아픈 만성적 무릎통증이 생기는 경우가많을 수 있습니다.그 외에 넘어질때 무릎인대파열이나 무릎연골파열 등이생겨서 무릎병원에서 기본적인 치료를 해도 좋아지지않을 수 있고 기본적인 엑스레이로는 연골이나 인대의파열 및 손상이 보이지 않으니 MRI가 있는 무릎병원을방문해서 정밀검사를 해보는 것이 좋겠습니다.감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=443692439&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=214&search_sort=0&spq=0
이틀전 갑자기 머리 뒤쪽이 찌릿찌릿하면서 아프기 시작했습니다 그냥 가벼운 두통이라고 생각하고 자고 일어났는데 아픈범위가 더 넓어져있었고 두통도 더 심해졌습니다 편두통증상과 비슷한것 같아서 약국에서 약을 사다가 먹었지만 아무효과가 없었습니다 그리고 다음날 통증이 점점목이랑 어깨쪽으로 내려가는것 같습니다 지금 귀뒤에 혹같은게 여러개 났고 목이는 벌래에 물린자국처럼 빨간자국이 여러개 있습니다 두피도 만져보면 울퉁불퉁하고 누르면 아픕니다 꼭 염증이 있는것 처럼요 두통도 계속되고 있는데 저 왜 이러는 걸까요? 진짜 무서워서 글을 써봅니다 이런거는 어떤 병원을 가야하나요??,"['안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다.문의해 주셔서 감사합니다. 질문자님께서 뇌질환을 의심하고 계신 듯한데요.질문자님께서 작성하신 증상만으로 어떤 종류의 뇌질환이다라고 곧바로 진단할 수 있으면 좋겠습니다만, 뇌질환을 확정하는 특정한 증상이 따로 있는 것이 아니기 때문에 의심되는 증상이 발생하였다면 꼭 뇌질환이 아니더라도 병원에 가 보시는 것이 좋겠습니다. 뇌질환을 진단하기 위해서 기본적으로 뇌에 대한 영상 검사가 필수적이기 때문에 CT 나 MRI 가 가능한 병원에 신경과나 신경외과를 방문해서 진료를 받으시기 바랍니다. CT는 보험적용이 가능하나 MRI 는 2018년 10월부터 보험적용이 일부 되기는 했지만 의사의 소견상에서 반드시 MRI 검사가 필요하다고 판단되는 경우로 간혹 중요한 뇌질환의 진단이 되지 않으면 보험이 되지 않아 고가의 검사가 됨을 참고로 진행하시면 되겠습니다. 답변이 도움이 되었기를 바랍니다. 감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=470385988&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=219&search_sort=0&spq=0
암 수술 받고 면역관리가 좋다고 하던데면역관리는 어떤 병원으로 가서 받는게 좋은가요?,"['# 이대연 대표병원장 |[프로필 보기]#[병원 위치]#[병원 홈페이지]——————————————-안녕하세요, 닥톡-네이버 지식iN 상담한의사 이대연입니다.암치료를 위해서 면역클리닉에서는 수술 전에는 체력 및 기력 증진, 면역력 강화, 감염 예방을 할 수 있도록 해주고 수술 후에는 수술 후 나타날 수 있는 증상을 예방하고 면역력 회복, 신체기능 개선, 감염 관리와 예방에 도움을 주고 있습니다.또한 환자분에게 필요한 치료요법과 편안하고 쾌적한 환경 뿐만 아니라 건강하게 암을 이겨낼 수 있는 식단을 제공해주게 됩니다.그리고 환자분들의 생존율을 높이고 일상으로 복귀를 앞당기기 위한 한의학과 의학의 협진을 통한 면역암치료를 하고 있습니다.표준 암치료를 받는 동안 치료 효과를 보다 높일 수 있는 면역암치료도 진행하게 됩니다.암을 치료하는 과정에서 발생하는 통증 및 다양한 증상을 완화시키고 떨어진 면역력을 증진하고 생활습관을 교정하고 체내 염증을 일으키는 환경을 개선하여 암치료에 효과가 있을 수 있도록 관리를 진행하게 됩니다.암치료의 경우 집에서 환자 스스로나 주변의 가족들이 관리를 하기에는 힘든 부분이 있습니다.따라서 면역클리닉을 통해 치료를 받고 일상생활로 복귀를 하는 것이 필요하게 됩니다.위치나 시설, 치료 프로그램 등을 꼼꼼히 확인하고 암환자에게 맞는 면역치료가 진행이 되는 면역클리닉을 통해 치료를 시작하는 것이 좋을 듯합니다.']",한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=443524968&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=223&search_sort=0&spq=0
이마를 운동기구에 부딪혀서 혹이생기고 멍이 들었었는데2주정도 지나니 혹부분이 말랑말랑해져서 물이 찬건가 싶어서 병원을 가보려합니다.정형외과 생각했는데 얼굴쪽은 성형외과로 가야하나요?요런경우 어떤 치료를 받을수 있나요?ㅠㅠ아직 멍도 빠지지않았습니다.,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.성형외과 진료 받아 보세요.주사기로 물 빼기도 해요.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=449495696&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=224&search_sort=0&spq=0
"내분비내과/산부인과/여성전문병원/비뇨기과1' 환자 프로필。39세 여성, 2022년 자궁선근증 진단 후 치료목적으로 약 1년간 경구피임약 야즈정(드로스피레논) 복용중。감상샘 기능 저하증 있음, 약물복용중。과거 우울증 및 공황으로 인해 항정신병약(리튬) 근이완제(바클로펜) 항경련제(페니토인) 등을 복용한 적이 있으며 22년 여름경 증상이 완화되여 약물복용을 중단 후 현재까지 복용하지 않았음.。음주는 주 0~2회정도(1회 음주시 맥주 1000~1500 cc 섭취)。액상형 전자담배(니코틴, 식물성 글리세린, 프로필렌글리콜 혼합액상) 흡연2' 환자 증상。수면중(약 7~9시간) 야간에 1~2시간 간격으로 3~4회 소변때문에 자다 깨서 소변보고 다시 자기를 반복함.。이때 소변의 색은 아주 옅은 노란빛을 띄는 거의 투명한 소변. (내분비 재흡수를 거치지 않고 바로 배뇨?)。수면중 얕은 수면(렘수면)만 하진 않는 것으로 보임 정상적인 수면주기로 보임.。깨어있을 때의 소변도 마찬가지로 옅은 노란빛을 띄는 거의 투명한 소변。취침시간으로부터 약 2시간 전부터 물 섭취 X, 그 사이에 소변 1회 후 취침함.。방광염 의심증상 중 빈뇨 의외에는 절박뇨, 배뇨통, 혈뇨 등은 관찰되지 않음.。친구들과 같은 속도로 같은 양의 음주를 할 경우 본인만 화장실에 너무 자주 간다고 함.3' 알려진 원인1. 호르몬 (ADH/바소프레신) 분비장애2. 방광염3. 빈뇨 (카페인과 맥주 및 과한 수분섭취 등으로 인한)4. 요붕증4' 또는 추측1. 뇌하수체종양1-1 고프로락틴혈증 : 이의 원인으로는 임신, 신부전, 갑상샘기능저하증 등이 있으며 또는 항정신병약의 기전 중 도파민 분비 감소로 인한 프로락틴 과다분비 부작용의 가능성1-2 비기능성 뇌하수체 종양 : 증상 중 TSH 결핍으로 인한 갑상샘 기능 저하증, ADH 결핍으로 인한 요붕증2. 신성 요붕증 (조울증 치료중 하나인 리튬에 의한 신장손상)3. 내분비계/신장 기능저하3-1 ADH저하요인 : 순환혈액량 증가, 알콜3-2 분비저하증상(구갈, 다음)은 아니지만 물을 일부러 자주 섭취하긴 함.4. 갑상샘 기능 저하증 치료약물을 정기적으로 복용할경우 오히려 항진증의 증상이 나타날 수가 있는가?5. 자궁선근증 및 FSH/LH 호르몬과 연관이 있는가?6. 경구피임약(야즈정) 복용으로인한 에스트로겐 프로게스테론 호르몬 분비 조정으로 인해 야간빈뇨가 발생할 수 있는가?7. 경구피임약(야즈정) 복용시 코르티솔 수치가 증가한다고 알려져있는데, 환자의 갑상선기능저하증과 그 치료제의 병용으로 인한 부작용 또는 상승효과로 인한 빈뇨증상 가능성 및 합병증 가능성5' 무엇을 검사해야 할까요?1. 호르몬검사?2. MIR촬영?3. CT촬영?4. 초음파촬영?5. 신장및내분비계 검사?6. 방광염?(혈액검사 염증수치확인)7. 이 외에 권장하는 검사가 있나요?6' 검사를 위해 어떤 병원에 가야 할까요? (~~과 ~~전문병원 등)긴 글 읽어주셔서 감사합니다. 항상 건강하시고 행복하세요!","['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이성민 입니다.빈뇨 증상이 있을 때 여러 원인을 고민해야합니다.다만, 저런 검사를 다하진 않고, 임상양상에 맞게 확률적으로 접근해여 검사를 고려해야겠습니다.우선적으로는 젊은 여자들에서 빈뇨의 원인 중 확률적으로 가장 큰 요로감염 가능성과 일반적인 다른 질환(예: 당뇨, 요붕증등) 감별을 위해 단순 소변검사를 하고, 필요 시 소변 배양검사를 고려해야겠습니다.이후 요로감염을 배제 후 명확한 원인이 단순 소변검사 및 소변배양검사에서 보이지 않는다면 실제 다뇨(일중 소변의 양이 많은 것)인지, 다뇨가 아닌 빈뇨(적은 양의 소변을 자주 보는 것은 아닌지)를 24시간 소변을 모아서 양을 비교해 보아야 할 것이고, 필요하다면 초음파등을 통해서 잔뇨양이 많은 것이 아닌지 고민해야할 것입니다.그 후에도 원인이 감별이 안된다면 혈액 호르몬 검사를 하고 내분비 종양이 의심된다면 CT나 MRI등을 고려하면 될 것 같습니다.일단 가까운 내과나 비뇨기과 내원하시기 바랍니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=456142709&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=225&search_sort=0&spq=0
지난 몇달간 음식 냄새를 맡으면 속이 안좋아지고 분명히 배고팠는데 밥 먹으려고하면 원래 먹던 양에 1/6도 못먹고 먹다가 지치고 손도 덜덜덜 떨리고 몸에 힘이 안들어가고 걷다가 쓰러질것 같고 누워있는데 몸 안에서 뭔가 떨리는 거같은 느낌..? 어떤 병원을 가보는게 좋을까요,"['안녕하세요. 하이닥-네이버 지식iN 상담의 윤소정 입니다.손떨림, 전신힘빠짐, 구역감이 동반된 상태로내과병원에 먼저 내원하시기 바랍니다.']",의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=476616304&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=226&search_sort=0&spq=0
